ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
VS,,,,,7.29,,,,,,,"<b>COLEGIUL ECONOMIC ""ANGHEL RUGINĂ"", MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(109) Turism şi alimentaţie</b><br/>Limba română
VS,,,,,7.67,,,,,,,"<b>COLEGIUL ECONOMIC ""ANGHEL RUGINĂ"", MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română
VS,,,,,7.77,,,,,,,"<b>COLEGIUL ECONOMIC ""ANGHEL RUGINĂ"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(111) Ştiinţe Sociale</b><br/>Limba română
VS,,,,,5.40,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(127) Economic</b><br/>Limba română
VS,,,,,4.44,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Tehnic/Liceal/Zi",<b>(128) Electric</b><br/>Limba română
VS,,,,,6.43,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(129) Filologie</b><br/>Limba română
VS,,,,,6.41,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(130) Matematică-Informatică</b><br/>Limba română
VS,,,,,3.00,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Tehnic/Liceal/Zi",<b>(131) Mecanică</b><br/>Limba română
VS,,,,,5.51,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Servicii/Liceal/Zi",<b>(132) Turism şi alimentaţie</b><br/>Limba română
VS,,,,,4.75,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Tehnic/Liceal/Zi",<b>(133) Electronică automatizări</b><br/>Limba română
VS,,,,,6.72,,,,,,,"<b>LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(134) Ştiinţe Sociale</b><br/>Limba română
VS,,,,,7.83,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVIȚĂ"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(165) Filologie</b><br/>Limba română
VS,,,,,9.11,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVIȚĂ"", MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(166) Matematică-Informatică</b><br/>Limba română
VS,,,,,8.71,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVIȚĂ"", MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(167) Ştiinţe ale Naturii</b><br/>Limba română
VS,,,,,8.37,,,,,,,"<b>LICEUL TEORETIC ""EMIL RACOVIȚĂ"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(168) Ştiinţe Sociale</b><br/>Limba română
VS,,,,,8.13,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(176) Filologie</b><br/>Limba română
VS,,,,,9.57,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(177) Matematică-Informatică</b><br/>Limba română
VS,,,,,9.16,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI</b><br/>Real/Liceal/Zi",<b>(178) Ştiinţe ale Naturii</b><br/>Limba română
VS,,,,,8.69,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(179) Ştiinţe Sociale</b><br/>Limba română
VS,,,,,8.31,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(183) Ştiinţe Sociale</b><br/>Limba română
VS,,,,,8.69,,,,,,,"<b>LICEUL TEORETIC ""MIHAIL KOGĂLNICEANU"", MUN. VASLUI</b><br/>Umanist/Liceal/Zi",<b>(180) Ştiinţe Sociale</b><br/>Limba română
VS,,,,,6.05,,,,,,,"<b>LICEUL ""ȘTEFAN CEL MARE"", SAT CODĂEȘTI</b><br/>Umanist/Liceal/Zi",<b>(126) Filologie</b><br/>Limba română
VS,,,,,4.15,,,,,,,"<b>LICEUL TEHNOLOGIC, SAT VLADIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(164) Agricultură</b><br/>Limba română
VS,,,,,3.22,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHENUȚĂ COMAN"", ORAȘ MURGENI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(141) Agricultură</b><br/>Limba română
VS,,,,,3.45,,,,,,,"<b>LICEUL TEHNOLOGIC, SAT PUIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(162) Mecanică</b><br/>Limba română
VS,,,,,5.18,,,,,,,"<b>LICEUL TEHNOLOGIC, SAT PUIEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(163) Protecţia mediului</b><br/>Limba română
VL,,,,,5.72,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRACHE POENARU"", ORAȘ BĂLCEȘTI</b><br/>Servicii/Liceal/Zi",<b>(147) Economic</b><br/>Limba română
VL,,,,,7.44,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRACHE POENARU"", ORAȘ BĂLCEȘTI</b><br/>Umanist/Liceal/Zi",<b>(148) Filologie</b><br/>Limba română
VL,,,,,4.98,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRACHE POENARU"", ORAȘ BĂLCEȘTI</b><br/>Real/Liceal/Zi",<b>(149) Matematică-Informatică</b><br/>Limba română
VL,,,,,3.44,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRACHE POENARU"", ORAȘ BĂLCEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(150) Mecanică</b><br/>Limba română
VL,,,,,6.76,,,,,,,"<b>LICEUL TEHNOLOGIC ""PETRACHE POENARU"", ORAȘ BĂLCEȘTI</b><br/>Real/Liceal/Zi",<b>(151) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,4.11,,,,,,,"<b>LICEUL PREDA BUZESCU, ORAS BERBESTI</b><br/>Tehnic/Liceal/Zi",<b>(141) Electric</b><br/>Limba română
VL,,,,,6.65,,,,,,,"<b>LICEUL PREDA BUZESCU, ORAS BERBESTI</b><br/>Umanist/Liceal/Zi",<b>(142) Filologie</b><br/>Limba română
VL,,,,,7.24,,,,,,,"<b>LICEUL PREDA BUZESCU, ORAS BERBESTI</b><br/>Real/Liceal/Zi",<b>(143) Matematică-Informatică</b><br/>Limba română
VL,,,,,3.37,,,,,,,"<b>LICEUL PREDA BUZESCU, ORAS BERBESTI</b><br/>Tehnic/Liceal/Zi",<b>(144) Mecanică</b><br/>Limba română
VL,,,,,4.47,,,,,,,"<b>LICEUL TEORETIC, COM. GRADISTEA</b><br/>Real/Liceal/Zi",<b>(174) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,3.53,,,,,,,"<b>LICEUL GEORGE TARNEA, ORAS BABENI</b><br/>Tehnic/Liceal/Zi",<b>(138) Mecanică</b><br/>Limba română
VL,,,,,5.55,,,,,,,"<b>LICEUL GEORGE TARNEA, ORAS BABENI</b><br/>Real/Liceal/Zi",<b>(140) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,8.33,,,,,,,"<b>LICEUL SANITAR ANTIM IVIREANU, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(145) Filologie</b><br/>Limba română
VL,,,,,7.97,,,,,,,"<b>LICEUL SANITAR ANTIM IVIREANU, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(146) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,5.25,,,,,,,"<b>LICEUL TEHNOLOGIC CAPITAN NICOLAE PLESOIANU, MUN. RM. VALCEA</b><br/>Tehnic/Liceal/Zi",<b>(158) Mecanică</b><br/>Limba română
VL,,,,,6.08,,,,,,,"<b>LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(164) Agricultură</b><br/>Limba română
VL,,,,,6.23,,,,,,,"<b>LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA</b><br/>Tehnic/Liceal/Zi",<b>(165) Mecanică</b><br/>Limba română
VL,,,,,6.45,,,,,,,"<b>LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(167) Protecţia mediului</b><br/>Limba română
VL,,,,,6.12,,,,,,,"<b>LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(168) Silvicultură</b><br/>Limba română
VL,,,,,6.13,,,,,,,"<b>LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA</b><br/>Tehnic/Liceal/Zi",<b>(180) Fabricarea produselor din lemn</b><br/>Limba română
VL,,,,,7.80,,,,,,,"<b>SEMINARUL TEOLOGIC ORTODOX SF NICOLAE, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(169) Ştiinţe Sociale</b><br/>Limba română
VL,,,,,5.83,,,,,,,"<b>LICEUL TEHNOLOGIC FERDINAND I, MUN. RM. VALCEA</b><br/>Tehnic/Liceal/Zi",<b>(162) Electronică automatizări</b><br/>Limba română
VL,,,,,5.57,,,,,,,"<b>LICEUL TEHNOLOGIC FERDINAND I, MUN. RM. VALCEA</b><br/>Tehnic/Liceal/Zi",<b>(179) Mecanică</b><br/>Limba română
VL,,,,,9.38,,,,,,,"<b>COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(118) Matematică-Informatică</b><br/>Limba română
VL,,,,,9.04,,,,,,,"<b>COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(121) Ştiinţe Sociale</b><br/>Limba română
VL,,,,,9.56,,,,,,,"<b>COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(120) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,9.27,,,,,,,"<b>COLEGIUL NAȚIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(122) Matematică-Informatică</b><br/>Limba română
VL,,,,,9.27,,,,,,,"<b>COLEGIUL NAȚIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(124) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,8.94,,,,,,,"<b>COLEGIUL NAȚIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(126) Ştiinţe Sociale</b><br/>Limba română
VL,,,,,9.43,,,,,,,"<b>COLEGIUL NAȚIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(125) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,8.62,,,,,,,"<b>COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(113) Filologie</b><br/>Limba română
VL,,,,,8.72,,,,,,,"<b>COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(114) Matematică-Informatică</b><br/>Limba română
VL,,,,,8.58,,,,,,,"<b>COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA</b><br/>Real/Liceal/Zi",<b>(115) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,8.77,,,,,,,"<b>COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA</b><br/>Umanist/Liceal/Zi",<b>(116) Ştiinţe Sociale</b><br/>Limba română
VL,,,,,6.61,,,,,,,"<b>COLEGIUL ECONOMIC, MUN. RM. VALCEA</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
VL,,,,,6.68,,,,,,,"<b>COLEGIUL ECONOMIC, MUN. RM. VALCEA</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
VL,,,,,7.04,,,,,,,"<b>COLEGIUL ECONOMIC, MUN. RM. VALCEA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(103) Industrie alimentară</b><br/>Limba română
VL,,,,,7.23,,,,,,,"<b>COLEGIUL ECONOMIC, MUN. RM. VALCEA</b><br/>Servicii/Liceal/Zi",<b>(104) Turism şi alimentaţie</b><br/>Limba română
VL,,,,,5.78,,,,,,,"<b>LICEUL TEHNOLOGIC GENERAL MAGHERU, MUN. RM. VALCEA</b><br/>Tehnic/Liceal/Zi",<b>(181) Mecanică</b><br/>Limba română
VL,,,,,6.11,,,,,,,"<b>LICEUL TEHNOLOGIC GENERAL MAGHERU, MUN. RM. VALCEA</b><br/>Servicii/Liceal/Zi",<b>(182) Estetica şi igiena corpului omenesc</b><br/>Limba română
VL,,,,,7.11,,,,,,,"<b>COLEGIUL ENERGETIC, MUN. RM. VÂLCEA</b><br/>Tehnic/Liceal/Zi",<b>(105) Electric</b><br/>Limba română
VL,,,,,7.22,,,,,,,"<b>COLEGIUL ENERGETIC, MUN. RM. VÂLCEA</b><br/>Tehnic/Liceal/Zi",<b>(106) Electronică automatizări</b><br/>Limba română
VL,,,,,7.83,,,,,,,"<b>COLEGIUL ENERGETIC, MUN. RM. VÂLCEA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(107) Protecţia mediului</b><br/>Limba română
VL,,,,,6.82,,,,,,,"<b>COLEGIUL ENERGETIC, MUN. RM. VÂLCEA</b><br/>Tehnic/Liceal/Zi",<b>(176) Mecanică</b><br/>Limba română
VL,,,,,8.18,,,,,,,"<b>COLEGIUL ENERGETIC, MUN. RM. VÂLCEA</b><br/>Real/Liceal/Zi",<b>(177) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,4.60,,,,,,,"<b>LICEUL TEHNOLOGIC, ORAS BAILE GOVORA</b><br/>Servicii/Liceal/Zi",<b>(172) Turism şi alimentaţie</b><br/>Limba română
VL,,,,,4.80,,,,,,,"<b>LICEUL ""GHEORGHE SURDU"", ORAȘ BREZOI</b><br/>Umanist/Liceal/Zi",<b>(127) Filologie</b><br/>Limba română
VL,,,,,4.35,,,,,,,"<b>LICEUL ""GHEORGHE SURDU"", ORAȘ BREZOI</b><br/>Real/Liceal/Zi",<b>(128) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,6.05,,,,,,,"<b>LICEUL TEHNOLOGIC DE TURISM, ORAȘ CALIMANESTI</b><br/>Servicii/Liceal/Zi",<b>(159) Economic</b><br/>Limba română
VL,,,,,5.50,,,,,,,"<b>LICEUL TEHNOLOGIC DE TURISM, ORAȘ CALIMANESTI</b><br/>Servicii/Liceal/Zi",<b>(160) Turism şi alimentaţie</b><br/>Limba română
VL,,,,,5.55,,,,,,,"<b>LICEUL TEHNOLOGIC DE TURISM, ORAȘ CALIMANESTI</b><br/>Real/Liceal/Zi",<b>(161) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,4.87,,,,,,,"<b>LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(152) Agricultură</b><br/>Limba română
VL,,,,,3.88,,,,,,,"<b>LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI</b><br/>Servicii/Liceal/Zi",<b>(153) Economic</b><br/>Limba română
VL,,,,,4.04,,,,,,,"<b>LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(154) Industrie alimentară</b><br/>Limba română
VL,,,,,4.38,,,,,,,"<b>LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(155) Protecţia mediului</b><br/>Limba română
VL,,,,,5.10,,,,,,,"<b>LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI</b><br/>Real/Liceal/Zi",<b>(157) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,7.56,,,,,,,"<b>COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI</b><br/>Umanist/Liceal/Zi",<b>(109) Filologie</b><br/>Limba română
VL,,,,,7.36,,,,,,,"<b>COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI</b><br/>Real/Liceal/Zi",<b>(110) Matematică-Informatică</b><br/>Limba română
VL,,,,,7.76,,,,,,,"<b>COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI</b><br/>Real/Liceal/Zi",<b>(111) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,6.38,,,,,,,"<b>COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI</b><br/>Umanist/Liceal/Zi",<b>(112) Ştiinţe Sociale</b><br/>Limba română
VL,,,,,5.23,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Tehnic/Liceal/Zi",<b>(129) Electric</b><br/>Limba română
VL,,,,,7.32,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Umanist/Liceal/Zi",<b>(131) Filologie</b><br/>Limba română
VL,,,,,9.17,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Real/Liceal/Zi",<b>(132) Matematică-Informatică</b><br/>Limba română
VL,,,,,5.67,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Tehnic/Liceal/Zi",<b>(133) Mecanică</b><br/>Limba română
VL,,,,,8.48,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Real/Liceal/Zi",<b>(134) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,7.20,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Umanist/Liceal/Zi",<b>(135) Ştiinţe Sociale</b><br/>Limba română
VL,,,,,5.41,,,,,,,"<b>LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(178) Agricultură</b><br/>Limba română
VL,,,,,4.63,,,,,,,"<b>LICEUL TEORETIC ""VIRGIL IERUNCA"", COM. LADEȘTI</b><br/>Real/Liceal/Zi",<b>(173) Ştiinţe ale Naturii</b><br/>Limba română
VL,,,,,3.93,,,,,,,"<b>LICEUL TEORETIC, SAT OVESELU, COM. MĂCIUCA</b><br/>Real/Liceal/Zi",<b>(175) Ştiinţe ale Naturii</b><br/>Limba română
VN,,,,,8.63,,,,,,,"<b>COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(114) Filologie</b><br/>Limba română
VN,,,,,8.76,,,,,,,"<b>COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(115) Ştiinţe Sociale</b><br/>Limba română
VN,,,,,9.14,,,,,,,"<b>COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(104) Filologie</b><br/>Limba română
VN,,,,,9.17,,,,,,,"<b>COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI</b><br/>Real/Liceal/Zi",<b>(105) Matematică-Informatică</b><br/>Limba română
VN,,,,,9.20,,,,,,,"<b>COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI</b><br/>Real/Liceal/Zi",<b>(106) Ştiinţe ale Naturii</b><br/>Limba română
VN,,,,,9.24,,,,,,,"<b>COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(107) Ştiinţe Sociale</b><br/>Limba română
VN,,,,,5.22,,,,,,,"<b>COLEGIUL TEHNIC AUTO ""TRAIAN VUIA"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(120) Electric</b><br/>Limba română
VN,,,,,4.84,,,,,,,"<b>COLEGIUL TEHNIC AUTO ""TRAIAN VUIA"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(121) Mecanică</b><br/>Limba română
VN,,,,,9.27,,,,,,,"<b>COLEGIUL NATIONAL ""UNIREA"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(116) Filologie</b><br/>Limba română
VN,,,,,9.42,,,,,,,"<b>COLEGIUL NATIONAL ""UNIREA"" FOCSANI</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba română
VN,,,,,9.53,,,,,,,"<b>COLEGIUL NATIONAL ""UNIREA"" FOCSANI</b><br/>Real/Liceal/Zi",<b>(118) Ştiinţe ale Naturii</b><br/>Limba română
VN,,,,,9.45,,,,,,,"<b>COLEGIUL NATIONAL ""UNIREA"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(119) Ştiinţe Sociale</b><br/>Limba română
VN,,,,,8.39,,,,,,,"<b>LICEUL DE ARTA ""GHEORGHE TATTARESCU"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(148) Filologie</b><br/>Limba română
VN,,,,,5.49,,,,,,,"<b>COLEGIUL TEHNIC ""EDMOND NICOLAU"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(122) Electric</b><br/>Limba română
VN,,,,,4.40,,,,,,,"<b>COLEGIUL TEHNIC ""EDMOND NICOLAU"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(123) Electronică automatizări</b><br/>Limba română
VN,,,,,7.63,,,,,,,"<b>COLEGIUL TEHNIC ""EDMOND NICOLAU"" FOCSANI</b><br/>Real/Liceal/Zi",<b>(124) Matematică-Informatică</b><br/>Limba română
VN,,,,,4.68,,,,,,,"<b>COLEGIUL TEHNIC ""EDMOND NICOLAU"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(125) Mecanică</b><br/>Limba română
VN,,,,,7.06,,,,,,,"<b>COLEGIUL TEHNIC ""EDMOND NICOLAU"" FOCSANI</b><br/>Real/Liceal/Zi",<b>(126) Ştiinţe ale Naturii</b><br/>Limba română
VN,,,,,4.20,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE ASACHI"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(127) Turism şi alimentaţie</b><br/>Limba română
VN,,,,,7.22,,,,,,,"<b>COLEGIUL TEHNIC ""ION MINCU"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(134) Economic</b><br/>Limba română
VN,,,,,6.36,,,,,,,"<b>COLEGIUL TEHNIC ""ION MINCU"" FOCSANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(135) Protecţia mediului</b><br/>Limba română
VN,,,,,6.87,,,,,,,"<b>COLEGIUL TEHNIC ""ION MINCU"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(136) Turism şi alimentaţie</b><br/>Limba română
VN,,,,,5.96,,,,,,,"<b>LICEUL TEHNOLOGIC ""G.G. LONGINESCU"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(156) Estetica şi igiena corpului omenesc</b><br/>Limba română
VN,,,,,4.18,,,,,,,"<b>LICEUL TEHNOLOGIC ""G.G. LONGINESCU"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(157) Fabricarea produselor din lemn</b><br/>Limba română
VN,,,,,7.67,,,,,,,"<b>LICEUL TEHNOLOGIC ""G.G. LONGINESCU"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(158) Filologie</b><br/>Limba română
VN,,,,,8.11,,,,,,,"<b>COLEGIUL ECONOMIC ""MIHAIL KOGALNICEANU"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
VN,,,,,8.45,,,,,,,"<b>COLEGIUL ECONOMIC ""MIHAIL KOGALNICEANU"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
VN,,,,,7.82,,,,,,,"<b>COLEGIUL ECONOMIC ""MIHAIL KOGALNICEANU"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
VN,,,,,5.25,,,,,,,"<b>COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(137) Agricultură</b><br/>Limba română
VN,,,,,5.87,,,,,,,"<b>COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(138) Industrie alimentară</b><br/>Limba română
VN,,,,,4.20,,,,,,,"<b>COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI</b><br/>Tehnic/Liceal/Zi",<b>(139) Mecanică</b><br/>Limba română
VN,,,,,7.77,,,,,,,"<b>COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI</b><br/>Umanist/Liceal/Zi",<b>(140) Ştiinţe Sociale</b><br/>Limba română
VN,,,,,6.60,,,,,,,"<b>COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI</b><br/>Servicii/Liceal/Zi",<b>(141) Turism şi alimentaţie</b><br/>Limba română
VN,,,,,4.91,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD</b><br/>Servicii/Liceal/Zi",<b>(128) Economic</b><br/>Limba română
VN,,,,,4.69,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD</b><br/>Tehnic/Liceal/Zi",<b>(129) Electronică automatizări</b><br/>Limba română
VN,,,,,5.35,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(130) Industrie alimentară</b><br/>Limba română
VN,,,,,3.50,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD</b><br/>Tehnic/Liceal/Zi",<b>(131) Mecanică</b><br/>Limba română
VN,,,,,2.86,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(132) Protecţia mediului</b><br/>Limba română
VN,,,,,5.00,,,,,,,"<b>COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD</b><br/>Servicii/Liceal/Zi",<b>(133) Turism şi alimentaţie</b><br/>Limba română
VN,,,,,7.59,,,,,,,"<b>COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD</b><br/>Umanist/Liceal/Zi",<b>(108) Filologie</b><br/>Limba română
VN,,,,,8.25,,,,,,,"<b>COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD</b><br/>Real/Liceal/Zi",<b>(109) Matematică-Informatică</b><br/>Limba română
VN,,,,,6.94,,,,,,,"<b>COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba română
