ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
CT,,,,,6.02,,,,,,,<b>LICEUL TEHNOLOGIC ’ION PODARU’ OVIDIU</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(186) Industrie alimentară</b><br/>Limba română
CT,,,,,6.62,,,,,,,<b>LICEUL TEHNOLOGIC ’ION PODARU’ OVIDIU</b><br/>Umanist/Liceal/Zi,<b>(188) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,5.05,,,,,,,<b>LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ</b><br/>Tehnic/Liceal/Zi,<b>(152) Electric</b><br/>Limba română
CT,,,,,5.62,,,,,,,<b>LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ</b><br/>Tehnic/Liceal/Zi,<b>(153) Electronică automatizări</b><br/>Limba română
CT,,,,,4.10,,,,,,,<b>LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ</b><br/>Tehnic/Liceal/Zi,<b>(154) Mecanică</b><br/>Limba română
CT,,,,,6.20,,,,,,,<b>LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ</b><br/>Umanist/Liceal/Zi,<b>(208) Filologie</b><br/>Limba română
CT,,,,,8.45,,,,,,,<b>LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ</b><br/>Real/Liceal/Zi,<b>(209) Matematică-Informatică</b><br/>Limba română
CT,,,,,7.70,,,,,,,<b>LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ</b><br/>Real/Liceal/Zi,<b>(210) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,4.52,,,,,,,<b>LICEUL TEHNOLOGIC ’CARSIUM’ HÂRŞOVA</b><br/>Servicii/Liceal/Zi,<b>(160) Economic</b><br/>Limba română
CT,,,,,5.90,,,,,,,<b>LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA</b><br/>Umanist/Liceal/Zi,<b>(230) Filologie</b><br/>Limba română
CT,,,,,7.55,,,,,,,<b>LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA</b><br/>Real/Liceal/Zi,<b>(231) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,7.12,,,,,,,<b>LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA</b><br/>Umanist/Liceal/Zi,<b>(232) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,3.47,,,,,,,<b>LICEUL TEHNOLOGIC ’NICOLAE TITULESCU’ MEDGIDIA</b><br/>Servicii/Liceal/Zi,<b>(197) Economic</b><br/>Limba română
CT,,,,,3.30,,,,,,,<b>LICEUL TEHNOLOGIC ’NICOLAE TITULESCU’ MEDGIDIA</b><br/>Tehnic/Liceal/Zi,<b>(198) Mecanică</b><br/>Limba română
CT,,,,,7.12,,,,,,,<b>LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA</b><br/>Umanist/Liceal/Zi,<b>(243) Filologie</b><br/>Limba română
CT,,,,,8.70,,,,,,,<b>LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA</b><br/>Real/Liceal/Zi,<b>(244) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.02,,,,,,,<b>LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA</b><br/>Real/Liceal/Zi,<b>(245) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,3.00,,,,,,,<b>COLEGIUL NAŢIONAL ’KEMAL ATATURK’ MEDGIDIA</b><br/>Umanist/Liceal/Zi,<b>(114) Filologie</b><br/>Limba română
CT,,,,,5.35,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Tehnic/Liceal/Zi,<b>(169) Chimie industrială</b><br/>Limba română
CT,,,,,6.37,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Tehnic/Liceal/Zi,<b>(170) Electronică automatizări</b><br/>Limba română
CT,,,,,5.25,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(171) Industrie alimentară</b><br/>Limba română
CT,,,,,5.02,,,,,,,<b>LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA</b><br/>Tehnic/Liceal/Zi,<b>(172) Mecanică</b><br/>Limba română
CT,,,,,1.75,,,,,,,<b>LICEUL TEORETIC BĂNEASA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(211) Agricultură</b><br/>Limba română
CT,,,,,2.82,,,,,,,<b>LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(199) Agricultură</b><br/>Limba română
CT,,,,,3.85,,,,,,,<b>LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(200) Economic</b><br/>Limba română
CT,,,,,9.35,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(246) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.35,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(248) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.20,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(251) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.20,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(250) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.50,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(247) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.45,,,,,,,<b>LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(249) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,5.97,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(177) Industrie alimentară</b><br/>Limba română
CT,,,,,5.82,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(178) Protecţia mediului</b><br/>Limba română
CT,,,,,5.80,,,,,,,<b>LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(179) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.97,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(117) Filologie</b><br/>Limba română
CT,,,,,9.17,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(118) Matematică-Informatică</b><br/>Limba română
CT,,,,,9.07,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(119) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.95,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(122) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,8.90,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(121) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,9.27,,,,,,,<b>COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(120) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.42,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(224) Filologie</b><br/>Limba română
CT,,,,,8.52,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(227) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,7.30,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(225) Filologie</b><br/>Limba română
CT,,,,,8.62,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(226) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.55,,,,,,,<b>LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(228) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,7.25,,,,,,,<b>LICEUL DE MARINĂ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(143) Electric</b><br/>Limba română
CT,,,,,6.15,,,,,,,<b>LICEUL DE MARINĂ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(144) Mecanică</b><br/>Limba română
CT,,,,,5.42,,,,,,,<b>LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,"<b>(202) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
CT,,,,,5.42,,,,,,,<b>LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(203) Electronică automatizări</b><br/>Limba română
CT,,,,,6.42,,,,,,,<b>LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(205) Producţie media</b><br/>Limba română
CT,,,,,7.52,,,,,,,<b>LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(145) Comerţ</b><br/>Limba română
CT,,,,,7.12,,,,,,,<b>LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(146) Economic</b><br/>Limba română
CT,,,,,7.05,,,,,,,<b>LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(147) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.30,,,,,,,<b>LICEUL TEORETIC ’GEORGE EMIL PALADE’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(229) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.32,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(233) Filologie</b><br/>Limba română
CT,,,,,8.52,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(234) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.50,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(235) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.27,,,,,,,<b>LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(236) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,8.05,,,,,,,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română
CT,,,,,8.07,,,,,,,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română
CT,,,,,7.92,,,,,,,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(103) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.15,,,,,,,<b>COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(104) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.70,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(218) Filologie</b><br/>Limba română
CT,,,,,8.77,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(219) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.95,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(220) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,8.72,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(222) Ştiinţe Sociale</b><br/>Limba română
CT,,,,,8.85,,,,,,,<b>LICEUL TEORETIC ’DECEBAL’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(221) Ştiinţe ale Naturii</b><br/>Limba română
CT,,,,,5.32,,,,,,,<b>LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(155) Electromecanică</b><br/>Limba română
CT,,,,,5.00,,,,,,,<b>LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA</b><br/>Tehnic/Liceal/Zi,<b>(156) Mecanică</b><br/>Limba română
CT,,,,,5.65,,,,,,,<b>LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA</b><br/>Servicii/Liceal/Zi,<b>(158) Turism şi alimentaţie</b><br/>Limba română
CT,,,,,8.75,,,,,,,<b>COLEGIUL NAŢIONAL PEDAGOGIC ’CONSTANTIN BRĂTESCU’ CONSTANŢA</b><br/>Real/Liceal/Zi,<b>(133) Matematică-Informatică</b><br/>Limba română
CT,,,,,8.57,,,,,,,<b>COLEGIUL NAŢIONAL PEDAGOGIC ’CONSTANTIN BRĂTESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(132) Filologie</b><br/>Limba română
CT,,,,,8.57,,,,,,,<b>COLEGIUL NAŢIONAL PEDAGOGIC ’CONSTANTIN BRĂTESCU’ CONSTANŢA</b><br/>Umanist/Liceal/Zi,<b>(135) Ştiinţe Sociale</b><br/>Limba română
CV,,,,,8.55,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(108) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,8.38,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(110) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,7.40,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(112) Ştiinţe Sociale</b><br/>Limba maghiară
CV,,,,,8.58,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(109) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,8.48,,,,,,,"<b>Colegiul Național ""Székely Mikó"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(111) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,5.50,,,,,,,"<b>Liceul Tehnologic ""Puskás Tivadar"" Sfântu Gheorghe</b><br/>Tehnic/Liceal/Zi",<b>(134) Electronică automatizări</b><br/>Limba maghiară
CV,,,,,5.40,,,,,,,"<b>Liceul Tehnologic ""Puskás Tivadar"" Sfântu Gheorghe</b><br/>Tehnic/Liceal/Zi",<b>(135) Mecanică</b><br/>Limba maghiară
CV,,,,,8.01,,,,,,,"<b>Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(141) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,7.91,,,,,,,"<b>Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(142) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,7.33,,,,,,,"<b>Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(143) Ştiinţe Sociale</b><br/>Limba maghiară
CV,,,,,7.26,,,,,,,"<b>Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(140) Filologie</b><br/>Limba maghiară
CV,,,,,5.30,,,,,,,"<b>Liceul Tehnologic ""Constantin Brâncuși"" Sfântu Gheorghe</b><br/>Servicii/Liceal/Zi",<b>(128) Turism şi alimentaţie</b><br/>Limba română
CV,,,,,6.18,,,,,,,"<b>Liceul Economic ""Berde Áron"" Sfântu Gheorghe</b><br/>Servicii/Liceal/Zi",<b>(117) Economic</b><br/>Limba maghiară
CV,,,,,6.46,,,,,,,"<b>Liceul Economic ""Berde Áron"" Sfântu Gheorghe</b><br/>Servicii/Liceal/Zi",<b>(118) Turism şi alimentaţie</b><br/>Limba maghiară
CV,,,,,7.30,,,,,,,<b>Liceul Teologic Reformat Sfântu Gheorghe</b><br/>Real/Liceal/Zi,<b>(139) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,7.07,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(102) Filologie</b><br/>Limba română
CV,,,,,7.52,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(104) Matematică-Informatică</b><br/>Limba română
CV,,,,,6.67,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(106) Ştiinţe ale Naturii</b><br/>Limba română
CV,,,,,6.87,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(107) Ştiinţe Sociale</b><br/>Limba română
CV,,,,,6.62,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Umanist/Liceal/Zi",<b>(103) Filologie</b><br/>Limba română
CV,,,,,7.67,,,,,,,"<b>Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe</b><br/>Real/Liceal/Zi",<b>(105) Matematică-Informatică</b><br/>Limba română
CV,,,,,6.33,,,,,,,"<b>Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt</b><br/>Real/Liceal/Zi",<b>(123) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,3.81,,,,,,,"<b>Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(124) Protecţia mediului</b><br/>Limba maghiară
CV,,,,,6.13,,,,,,,"<b>Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt</b><br/>Real/Liceal/Zi",<b>(125) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,4.11,,,,,,,"<b>Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt</b><br/>Umanist/Liceal/Zi",<b>(126) Ştiinţe Sociale</b><br/>Limba maghiară
CV,,,,,3.96,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Umanist/Liceal/Zi",<b>(113) Filologie</b><br/>Limba maghiară
CV,,,,,4.05,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Umanist/Liceal/Zi",<b>(114) Filologie</b><br/>Limba română
CV,,,,,4.60,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Real/Liceal/Zi",<b>(115) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,4.90,,,,,,,"<b>Liceul ""Kőrösi Csoma Sándor"" Covasna</b><br/>Real/Liceal/Zi",<b>(116) Ştiinţe ale Naturii</b><br/>Limba română
CV,,,,,5.98,,,,,,,"<b>Liceul Tehnologic ""Nicolae Bălcescu"" Întorsura Buzăului</b><br/>Tehnic/Liceal/Zi",<b>(132) Electronică automatizări</b><br/>Limba română
CV,,,,,7.65,,,,,,,"<b>Liceul Teoretic ""Mircea Eliade"" Întorsura Buzăului</b><br/>Real/Liceal/Zi",<b>(144) Matematică-Informatică</b><br/>Limba română
CV,,,,,7.70,,,,,,,"<b>Liceul Teoretic ""Mircea Eliade"" Întorsura Buzăului</b><br/>Real/Liceal/Zi",<b>(145) Ştiinţe ale Naturii</b><br/>Limba română
CV,,,,,7.27,,,,,,,"<b>Liceul Teoretic ""Mircea Eliade"" Întorsura Buzăului</b><br/>Umanist/Liceal/Zi",<b>(146) Ştiinţe Sociale</b><br/>Limba română
CV,,,,,5.23,,,,,,,"<b>Liceul Tehnologic ""Gábor Áron"" Târgu Secuiesc</b><br/>Tehnic/Liceal/Zi",<b>(129) Electronică automatizări</b><br/>Limba maghiară
CV,,,,,4.66,,,,,,,"<b>Liceul Tehnologic ""Gábor Áron"" Târgu Secuiesc</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(131) Silvicultură</b><br/>Limba maghiară
CV,,,,,6.86,,,,,,,"<b>Liceul Teoretic ""Nagy Mózes"" Târgu Secuiesc</b><br/>Real/Liceal/Zi",<b>(149) Matematică-Informatică</b><br/>Limba maghiară
CV,,,,,7.58,,,,,,,"<b>Liceul Teoretic ""Nagy Mózes"" Târgu Secuiesc</b><br/>Real/Liceal/Zi",<b>(150) Ştiinţe ale Naturii</b><br/>Limba maghiară
CV,,,,,5.78,,,,,,,"<b>Liceul Teoretic ""Nagy Mózes"" Târgu Secuiesc</b><br/>Umanist/Liceal/Zi",<b>(147) Filologie</b><br/>Limba maghiară
CV,,,,,5.00,,,,,,,"<b>Liceul Tehnologic ""Apor Péter"" Târgu Secuiesc</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(121) Agricultură</b><br/>Limba maghiară
CV,,,,,3.33,,,,,,,"<b>Liceul Tehnologic ""Apor Péter"" Târgu Secuiesc</b><br/>Servicii/Liceal/Zi",<b>(122) Economic</b><br/>Limba română
CV,,,,,7.70,,,,,,,"<b>Liceul Teologic Reformat ""Dr. Csiha Kálmán"" Târgu Secuiesc</b><br/>Real/Liceal/Zi",<b>(137) Ştiinţe ale Naturii</b><br/>Limba maghiară
DB,,,,,1.92,,,,,,,<b>LICEUL TEHNOLOGIC NUCET</b><br/>Servicii/Liceal/Zi,<b>(137) Economic</b><br/>Limba română
DB,,,,,5.50,,,,,,,<b>LICEUL TEORETIC ”ION GHICA” RĂCARI</b><br/>Umanist/Liceal/Zi,<b>(176) Filologie</b><br/>Limba română
DB,,,,,5.77,,,,,,,<b>LICEUL TEORETIC ”ION GHICA” RĂCARI</b><br/>Real/Liceal/Zi,<b>(177) Matematică-Informatică</b><br/>Limba română
DB,,,,,1.55,,,,,,,<b>LICEUL TEORETIC ”MIHAI VITEAZUL” VIȘINA</b><br/>Tehnic/Liceal/Zi,<b>(182) Electronică automatizări</b><br/>Limba română
DB,,,,,1.70,,,,,,,<b>LICEUL TEORETIC ”MIHAI VITEAZUL” VIȘINA</b><br/>Umanist/Liceal/Zi,<b>(183) Filologie</b><br/>Limba română
DB,,,,,3.25,,,,,,,<b>LICEUL TEORETIC ”MIHAI VITEAZUL” VIȘINA</b><br/>Real/Liceal/Zi,<b>(184) Matematică-Informatică</b><br/>Limba română
DB,,,,,2.05,,,,,,,<b>LICEUL TEHNOLOGIC VOINEȘTI</b><br/>Umanist/Liceal/Zi,<b>(145) Ştiinţe Sociale</b><br/>Limba română
DB,,,,,5.52,,,,,,,<b>LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(192) Filologie</b><br/>Limba română
DB,,,,,3.72,,,,,,,<b>LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE</b><br/>Real/Liceal/Zi,<b>(193) Matematică-Informatică</b><br/>Limba română
DB,,,,,2.42,,,,,,,<b>LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE</b><br/>Tehnic/Liceal/Zi,<b>(194) Mecanică</b><br/>Limba română
DB,,,,,3.80,,,,,,,<b>LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(195) Protecţia mediului</b><br/>Limba română
DB,,,,,4.35,,,,,,,<b>LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE</b><br/>Real/Liceal/Zi,<b>(197) Ştiinţe ale Naturii</b><br/>Limba română
DB,,,,,4.92,,,,,,,<b>LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(198) Ştiinţe Sociale</b><br/>Limba română
DB,,,,,3.57,,,,,,,<b>LICEUL TEHNOLOGIC ”SPIRU HARET” TÂRGOVIȘTE</b><br/>Tehnic/Liceal/Zi,<b>(168) Industrie textilă şi pielărie</b><br/>Limba română
DB,,,,,8.22,,,,,,,<b>COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(113) Filologie</b><br/>Limba română
DB,,,,,8.67,,,,,,,<b>COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU” TÂRGOVIȘTE</b><br/>Real/Liceal/Zi,<b>(115) Matematică-Informatică</b><br/>Limba română
DB,,,,,8.50,,,,,,,<b>COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU” TÂRGOVIȘTE</b><br/>Real/Liceal/Zi,<b>(116) Ştiinţe ale Naturii</b><br/>Limba română
DB,,,,,8.15,,,,,,,<b>COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(117) Ştiinţe Sociale</b><br/>Limba română
DB,,,,,8.57,,,,,,,<b>COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(114) Filologie</b><br/>Limba română
DB,,,,,8.37,,,,,,,<b>COLEGIUL NAȚIONAL ”CONSTANTIN CARABELLA” TÂRGOVIȘTE</b><br/>Umanist/Liceal/Zi,<b>(110) Filologie</b><br/>Limba română
DB,,,,,8.87,,,,,,,<b>COLEGIUL NAȚIONAL ”CONSTANTIN CARABELLA” TÂRGOVIȘTE</b><br/>Real/Liceal/Zi,<b>(111) Matematică-Informatică</b><br/>Limba română
DB,,,,,8.85,,,,,,,<b>COLEGIUL NAȚIONAL ”CONSTANTIN CARABELLA” TÂRGOVIȘTE</b><br/>Real/Liceal/Zi,<b>(112) Ştiinţe ale Naturii</b><br/>Limba română
DB,,,,,5.87,,,,,,,<b>COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE</b><br/>Servicii/Liceal/Zi,<b>(101) Comerţ</b><br/>Limba română
DB,,,,,6.75,,,,,,,<b>COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE</b><br/>Servicii/Liceal/Zi,<b>(102) Economic</b><br/>Limba română
