ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
TR,,,,,4.55,,,,,,,"<b>LICEUL TEORETIC ""CONSTANTIN NOICA"" ALEXANDRIA</b><br/>Umanist/Liceal/Zi",<b>(144) Filologie</b><br/>Limba română
TR,,,,,4.70,,,,,,,"<b>LICEUL TEORETIC ""CONSTANTIN NOICA"" ALEXANDRIA</b><br/>Real/Liceal/Zi",<b>(145) Matematică-Informatică</b><br/>Limba română
TR,,,,,5.97,,,,,,,"<b>LICEUL TEORETIC ""ALEXANDRU GHICA"" ALEXANDRIA</b><br/>Umanist/Liceal/Zi",<b>(142) Filologie</b><br/>Limba română
TR,,,,,6.67,,,,,,,"<b>LICEUL TEORETIC ""ALEXANDRU GHICA"" ALEXANDRIA</b><br/>Real/Liceal/Zi",<b>(143) Matematică-Informatică</b><br/>Limba română
TR,,,,,5.72,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""MIRCEA SCARLAT"" ALEXANDRIA</b><br/>Umanist/Liceal/Zi",<b>(110) Filologie</b><br/>Limba română
TR,,,,,5.60,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""MIRCEA SCARLAT"" ALEXANDRIA</b><br/>Real/Liceal/Zi",<b>(111) Matematică-Informatică</b><br/>Limba română
TR,,,,,6.97,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
TR,,,,,7.80,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA</b><br/>Real/Liceal/Zi",<b>(103) Matematică-Informatică</b><br/>Limba română
TR,,,,,6.37,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA</b><br/>Real/Liceal/Zi",<b>(105) Ştiinţe ale Naturii</b><br/>Limba română
TR,,,,,8.80,,,,,,,"<b>COLEGIUL NAȚIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA</b><br/>Real/Liceal/Zi",<b>(104) Matematică-Informatică</b><br/>Limba română
TR,,,,,3.65,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" ALEXANDRIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(127) Agricultură</b><br/>Limba română
TR,,,,,3.90,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" ALEXANDRIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(129) Industrie alimentară</b><br/>Limba română
TR,,,,,3.82,,,,,,,"<b>LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" ALEXANDRIA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(130) Protecţia mediului</b><br/>Limba română
TR,,,,,2.42,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA</b><br/>Servicii/Liceal/Zi,<b>(131) Comerţ</b><br/>Limba română
TR,,,,,2.25,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA</b><br/>Tehnic/Liceal/Zi,<b>(133) Mecanică</b><br/>Limba română
TR,,,,,3.40,,,,,,,<b>LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA</b><br/>Servicii/Liceal/Zi,<b>(135) Turism şi alimentaţie</b><br/>Limba română
TR,,,,,2.42,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" ROȘIORI DE VEDE</b><br/>Tehnic/Liceal/Zi",<b>(116) Electromecanică</b><br/>Limba română
TR,,,,,2.40,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" ROȘIORI DE VEDE</b><br/>Tehnic/Liceal/Zi",<b>(119) Mecanică</b><br/>Limba română
TR,,,,,2.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" ROȘIORI DE VEDE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(121) Protecţia mediului</b><br/>Limba română
TR,,,,,6.80,,,,,,,"<b>COLEGIUL NAȚIONAL ""ANASTASESCU"" ROȘIORI DE VEDE</b><br/>Umanist/Liceal/Zi",<b>(106) Filologie</b><br/>Limba română
TR,,,,,4.55,,,,,,,"<b>COLEGIUL NAȚIONAL ""ANASTASESCU"" ROȘIORI DE VEDE</b><br/>Real/Liceal/Zi",<b>(107) Matematică-Informatică</b><br/>Limba română
TR,,,,,5.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""ANASTASESCU"" ROȘIORI DE VEDE</b><br/>Real/Liceal/Zi",<b>(108) Ştiinţe ale Naturii</b><br/>Limba română
TR,,,,,3.47,,,,,,,"<b>LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" ROȘIORI DE VEDE</b><br/>Servicii/Liceal/Zi",<b>(139) Economic</b><br/>Limba română
TR,,,,,4.25,,,,,,,"<b>LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" ROȘIORI DE VEDE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(140) Protecţia mediului</b><br/>Limba română
TR,,,,,5.10,,,,,,,"<b>LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" ROȘIORI DE VEDE</b><br/>Servicii/Liceal/Zi",<b>(141) Turism şi alimentaţie</b><br/>Limba română
TR,,,,,5.95,,,,,,,<b>LICEUL TEORETIC VIDELE</b><br/>Umanist/Liceal/Zi,<b>(152) Filologie</b><br/>Limba română
TR,,,,,2.00,,,,,,,<b>LICEUL TEORETIC VIDELE</b><br/>Real/Liceal/Zi,<b>(153) Matematică-Informatică</b><br/>Limba română
TR,,,,,2.97,,,,,,,<b>LICEUL TEORETIC VIDELE</b><br/>Tehnic/Liceal/Zi,<b>(154) Mecanică</b><br/>Limba română
TR,,,,,1.42,,,,,,,<b>LICEUL TEORETIC VIDELE</b><br/>Real/Liceal/Zi,<b>(155) Ştiinţe ale Naturii</b><br/>Limba română
TR,,,,,1.35,,,,,,,<b>LICEUL TEORETIC VIDELE</b><br/>Umanist/Liceal/Zi,<b>(157) Ştiinţe Sociale</b><br/>Limba română
TR,,,,,5.60,,,,,,,<b>LICEUL TEORETIC ZIMNICEA</b><br/>Umanist/Liceal/Zi,<b>(158) Filologie</b><br/>Limba română
TR,,,,,3.00,,,,,,,<b>LICEUL TEORETIC ZIMNICEA</b><br/>Real/Liceal/Zi,<b>(159) Matematică-Informatică</b><br/>Limba română
TR,,,,,3.10,,,,,,,<b>LICEUL TEORETIC ZIMNICEA</b><br/>Umanist/Liceal/Zi,<b>(161) Ştiinţe Sociale</b><br/>Limba română
TR,,,,,2.65,,,,,,,<b>LICEUL TEHNOLOGIC DRĂGĂNEȘTI-VLAȘCA</b><br/>Tehnic/Liceal/Zi,<b>(123) Electric</b><br/>Limba română
TR,,,,,1.55,,,,,,,<b>LICEUL TEHNOLOGIC DRĂGĂNEȘTI-VLAȘCA</b><br/>Tehnic/Liceal/Zi,<b>(124) Mecanică</b><br/>Limba română
TR,,,,,1.27,,,,,,,<b>LICEUL TEORETIC OLTENI</b><br/>Umanist/Liceal/Zi,<b>(149) Filologie</b><br/>Limba română
TR,,,,,1.77,,,,,,,<b>LICEUL TEORETIC OLTENI</b><br/>Real/Liceal/Zi,<b>(150) Ştiinţe ale Naturii</b><br/>Limba română
TR,,,,,3.15,,,,,,,<b>LICEUL TEORETIC PIATRA</b><br/>Real/Liceal/Zi,<b>(151) Matematică-Informatică</b><br/>Limba română
TM,,,,,2.20,,,,,,,"<b>LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(303) Economic</b><br/>Limba română
TM,,,,,3.70,,,,,,,"<b>LICEUL TEHNOLOGIC ""IOAN SLAVICI"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(302) Economic</b><br/>Limba română
TM,,,,,5.57,,,,,,,<b>LICEUL TEORETIC ”WENDY KIDS” TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(305) Matematică-Informatică</b><br/>Limba română
TM,,,,,3.85,,,,,,,"<b>LICEUL TEORETIC ""HENRI COANDĂ"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(304) Filologie</b><br/>Limba română
TM,,,,,4.15,,,,,,,<b>LICEUL TEORETIC SOCRATES TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(301) Matematică-Informatică</b><br/>Limba română
TM,,,,,4.48,,,,,,,"<b>LICEUL TEORETIC ""DOSITEI OBRADOVICI"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(199) Filologie</b><br/>Limba sârbă
TM,,,,,6.25,,,,,,,"<b>LICEUL TEORETIC ""DOSITEI OBRADOVICI"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(200) Matematică-Informatică</b><br/>Limba sârbă
TM,,,,,8.77,,,,,,,<b>COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA</b><br/>Umanist/Liceal/Zi,<b>(109) Filologie</b><br/>Limba română
TM,,,,,9.25,,,,,,,<b>COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(110) Matematică-Informatică</b><br/>Limba română
TM,,,,,6.33,,,,,,,<b>COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(111) Ştiinţe ale Naturii</b><br/>Limba germană
TM,,,,,9.22,,,,,,,<b>COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(112) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,8.82,,,,,,,<b>COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA</b><br/>Umanist/Liceal/Zi,<b>(113) Ştiinţe Sociale</b><br/>Limba română
TM,,,,,9.00,,,,,,,"<b>LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(211) Matematică-Informatică</b><br/>Limba română
TM,,,,,8.72,,,,,,,"<b>LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(210) Filologie</b><br/>Limba română
TM,,,,,8.70,,,,,,,"<b>LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(213) Ştiinţe Sociale</b><br/>Limba română
TM,,,,,8.35,,,,,,,"<b>LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(212) Ştiinţe Sociale</b><br/>Limba română
TM,,,,,8.47,,,,,,,<b>LICEUL TEOLOGIC PENTICOSTAL LOGOS TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(184) Matematică-Informatică</b><br/>Limba română
TM,,,,,7.12,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""REGELE FERDINAND I "" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(166) Economic</b><br/>Limba română
TM,,,,,5.37,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""REGELE FERDINAND I "" TIMIȘOARA</b><br/>Tehnic/Liceal/Zi",<b>(167) Electric</b><br/>Limba română
TM,,,,,5.02,,,,,,,<b>LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(158) Electromecanică</b><br/>Limba română
TM,,,,,4.35,,,,,,,<b>LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ TIMIȘOARA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(159) Industrie alimentară</b><br/>Limba română
TM,,,,,9.17,,,,,,,"<b>COLEGIUL NAȚIONAL ""ANA ASLAN"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(103) Matematică-Informatică</b><br/>Limba română
TM,,,,,8.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""ANA ASLAN"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(104) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,7.57,,,,,,,"<b>COLEGIUL TEHNIC ""EMANUIL UNGUREANU"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(119) Economic</b><br/>Limba română
TM,,,,,6.47,,,,,,,"<b>COLEGIUL TEHNIC ""EMANUIL UNGUREANU"" TIMIȘOARA</b><br/>Tehnic/Liceal/Zi",<b>(120) Electric</b><br/>Limba română
TM,,,,,6.62,,,,,,,"<b>COLEGIUL TEHNIC ""EMANUIL UNGUREANU"" TIMIȘOARA</b><br/>Tehnic/Liceal/Zi",<b>(121) Electronică automatizări</b><br/>Limba română
TM,,,,,7.42,,,,,,,"<b>COLEGIUL TEHNIC ""EMANUIL UNGUREANU"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(122) Turism şi alimentaţie</b><br/>Limba română
TM,,,,,3.93,,,,,,,"<b>LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(190) Economic</b><br/>Limba maghiară
TM,,,,,8.01,,,,,,,"<b>LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(191) Matematică-Informatică</b><br/>Limba maghiară
TM,,,,,6.78,,,,,,,"<b>LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(192) Ştiinţe ale Naturii</b><br/>Limba maghiară
TM,,,,,4.68,,,,,,,"<b>LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(193) Ştiinţe Sociale</b><br/>Limba maghiară
TM,,,,,6.78,,,,,,,"<b>LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(214) Filologie</b><br/>Limba germană
TM,,,,,9.13,,,,,,,"<b>LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(215) Teor.real spec.germană</b><br/>Limba germană
TM,,,,,8.20,,,,,,,"<b>LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(216) Teor.uman.spec.germană</b><br/>Limba germană
TM,,,,,8.75,,,,,,,"<b>LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(217) Ştiinţe ale Naturii</b><br/>Limba germană
TM,,,,,7.68,,,,,,,"<b>LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(218) Ştiinţe Sociale</b><br/>Limba germană
TM,,,,,8.57,,,,,,,"<b>LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(225) Filologie</b><br/>Limba română
TM,,,,,8.90,,,,,,,"<b>LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(226) Matematică-Informatică</b><br/>Limba română
TM,,,,,2.70,,,,,,,<b>LICEUL TEHNOLOGIC DE VEST TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,"<b>(164) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română"
TM,,,,,4.10,,,,,,,<b>LICEUL TEHNOLOGIC DE VEST TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(165) Electric</b><br/>Limba română
TM,,,,,8.50,,,,,,,"<b>LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(182) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,7.72,,,,,,,"<b>COLEGIUL TEHNIC ""HENRI COANDĂ"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(123) Economic</b><br/>Limba română
TM,,,,,6.97,,,,,,,"<b>COLEGIUL TEHNIC ""HENRI COANDĂ"" TIMIȘOARA</b><br/>Tehnic/Liceal/Zi",<b>(124) Electronică automatizări</b><br/>Limba română
TM,,,,,6.52,,,,,,,"<b>COLEGIUL TEHNIC ""HENRI COANDĂ"" TIMIȘOARA</b><br/>Tehnic/Liceal/Zi",<b>(125) Mecanică</b><br/>Limba română
TM,,,,,7.40,,,,,,,"<b>COLEGIUL TEHNIC ""HENRI COANDĂ"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(126) Turism şi alimentaţie</b><br/>Limba română
TM,,,,,8.97,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(115) Filologie</b><br/>Limba română
TM,,,,,9.57,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(116) Matematică-Informatică</b><br/>Limba română
TM,,,,,9.62,,,,,,,"<b>COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(118) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,8.15,,,,,,,"<b>COLEGIUL ECONOMIC ""FRANCESCO SAVERIO NITTI"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(101) Economic</b><br/>Limba română
TM,,,,,7.80,,,,,,,"<b>COLEGIUL ECONOMIC ""FRANCESCO SAVERIO NITTI"" TIMIȘOARA</b><br/>Servicii/Liceal/Zi",<b>(102) Turism şi alimentaţie</b><br/>Limba română
TM,,,,,9.37,,,,,,,"<b>LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(201) Matematică-Informatică</b><br/>Limba română
TM,,,,,8.77,,,,,,,<b>LICEUL TEOLOGIC BAPTIST TIMIȘOARA</b><br/>Real/Liceal/Zi,<b>(179) Matematică-Informatică</b><br/>Limba română
TM,,,,,9.02,,,,,,,"<b>COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
TM,,,,,9.75,,,,,,,"<b>COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
TM,,,,,9.50,,,,,,,"<b>COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA</b><br/>Real/Liceal/Zi",<b>(107) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,9.20,,,,,,,"<b>COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(108) Ştiinţe Sociale</b><br/>Limba română
TM,,,,,4.20,,,,,,,"<b>LICEUL TEHNOLOGIC DE SILVICULTURĂ ȘI AGRICULTURĂ ""CASA VERDE"" TIMIȘOARA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(160) Agricultură</b><br/>Limba română
TM,,,,,4.17,,,,,,,"<b>LICEUL TEHNOLOGIC DE SILVICULTURĂ ȘI AGRICULTURĂ ""CASA VERDE"" TIMIȘOARA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(162) Silvicultură</b><br/>Limba română
TM,,,,,5.30,,,,,,,<b>LICEUL TEHNOLOGIC ”ELECTROTIMIȘ” TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(176) Electronică automatizări</b><br/>Limba română
TM,,,,,3.60,,,,,,,<b>LICEUL TEHNOLOGIC ”ELECTROTIMIȘ” TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(177) Mecanică</b><br/>Limba română
TM,,,,,5.42,,,,,,,<b>LICEUL TEHNOLOGIC ”ELECTROTIMIȘ” TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(178) Producţie media</b><br/>Limba română
TM,,,,,3.45,,,,,,,<b>LICEUL TEHNOLOGIC TRANSPORTURI AUTO TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(174) Electric</b><br/>Limba română
TM,,,,,1.75,,,,,,,<b>LICEUL TEHNOLOGIC TRANSPORTURI AUTO TIMIȘOARA</b><br/>Tehnic/Liceal/Zi,<b>(175) Mecanică</b><br/>Limba română
TM,,,,,5.05,,,,,,,"<b>LICEUL TEHNOLOGIC ""AZUR"" TIMIȘOARA</b><br/>Tehnic/Liceal/Zi",<b>(138) Chimie industrială</b><br/>Limba română
TM,,,,,5.52,,,,,,,"<b>LICEUL TEHNOLOGIC ""AZUR"" TIMIȘOARA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(139) Protecţia mediului</b><br/>Limba română
TM,,,,,8.30,,,,,,,"<b>LICEUL TEORETIC ""VLAD ȚEPEȘ"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(223) Filologie</b><br/>Limba română
TM,,,,,8.22,,,,,,,"<b>LICEUL TEORETIC ""VLAD ȚEPEȘ"" TIMIȘOARA</b><br/>Umanist/Liceal/Zi",<b>(224) Ştiinţe Sociale</b><br/>Limba română
TM,,,,,8.05,,,,,,,"<b>LICEUL TEORETIC ""DAVID VONIGA"" GIROC</b><br/>Umanist/Liceal/Zi",<b>(198) Ştiinţe Sociale</b><br/>Limba română
TM,,,,,7.65,,,,,,,"<b>LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ</b><br/>Real/Liceal/Zi",<b>(195) Matematică-Informatică</b><br/>Limba română
TM,,,,,4.80,,,,,,,"<b>LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ</b><br/>Real/Liceal/Zi",<b>(196) Ştiinţe ale Naturii</b><br/>Limba germană
TM,,,,,7.12,,,,,,,"<b>LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ</b><br/>Real/Liceal/Zi",<b>(197) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,6.82,,,,,,,"<b>LICEUL TEORETIC ""CORIOLAN BREDICEANU"" LUGOJ</b><br/>Umanist/Liceal/Zi",<b>(194) Filologie</b><br/>Limba română
TM,,,,,4.35,,,,,,,"<b>LICEUL TEHNOLOGIC ""AUREL VLAICU"" LUGOJ</b><br/>Servicii/Liceal/Zi",<b>(134) Economic</b><br/>Limba română
TM,,,,,3.77,,,,,,,"<b>LICEUL TEHNOLOGIC ""AUREL VLAICU"" LUGOJ</b><br/>Tehnic/Liceal/Zi",<b>(135) Electronică automatizări</b><br/>Limba română
TM,,,,,1.80,,,,,,,"<b>LICEUL TEHNOLOGIC ""AUREL VLAICU"" LUGOJ</b><br/>Tehnic/Liceal/Zi",<b>(136) Mecanică</b><br/>Limba română
TM,,,,,5.17,,,,,,,"<b>LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ</b><br/>Umanist/Liceal/Zi",<b>(207) Filologie</b><br/>Limba ucraineană
TM,,,,,8.17,,,,,,,"<b>LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ</b><br/>Real/Liceal/Zi",<b>(208) Matematică-Informatică</b><br/>Limba română
TM,,,,,7.60,,,,,,,"<b>LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ</b><br/>Real/Liceal/Zi",<b>(209) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,6.17,,,,,,,"<b>LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ</b><br/>Umanist/Liceal/Zi",<b>(206) Filologie</b><br/>Limba română
TM,,,,,6.90,,,,,,,"<b>LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ</b><br/>Umanist/Liceal/Zi",<b>(205) Filologie</b><br/>Limba română
TM,,,,,4.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""VALERIU BRANIȘTE"" LUGOJ</b><br/>Servicii/Liceal/Zi",<b>(155) Comerţ</b><br/>Limba română
TM,,,,,5.70,,,,,,,"<b>LICEUL TEHNOLOGIC ""VALERIU BRANIȘTE"" LUGOJ</b><br/>Tehnic/Liceal/Zi",<b>(156) Electronică automatizări</b><br/>Limba română
TM,,,,,5.00,,,,,,,"<b>LICEUL TEHNOLOGIC ""VALERIU BRANIȘTE"" LUGOJ</b><br/>Servicii/Liceal/Zi",<b>(157) Turism şi alimentaţie</b><br/>Limba română
TM,,,,,3.62,,,,,,,<b>LICEUL TEORETIC BUZIAȘ</b><br/>Umanist/Liceal/Zi,<b>(227) Filologie</b><br/>Limba română
TM,,,,,3.00,,,,,,,<b>LICEUL TEORETIC BUZIAȘ</b><br/>Real/Liceal/Zi,<b>(228) Matematică-Informatică</b><br/>Limba română
TM,,,,,3.30,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA</b><br/>Servicii/Liceal/Zi",<b>(149) Economic</b><br/>Limba română
TM,,,,,3.95,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA</b><br/>Umanist/Liceal/Zi",<b>(151) Filologie</b><br/>Limba română
TM,,,,,3.02,,,,,,,"<b>LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA</b><br/>Real/Liceal/Zi",<b>(152) Matematică-Informatică</b><br/>Limba română
TM,,,,,2.15,,,,,,,<b>LICEUL TEHNOLOGIC JIMBOLIA</b><br/>Tehnic/Liceal/Zi,<b>(168) Electric</b><br/>Limba română
TM,,,,,1.87,,,,,,,<b>LICEUL TEHNOLOGIC JIMBOLIA</b><br/>Tehnic/Liceal/Zi,<b>(170) Electronică automatizări</b><br/>Limba română
TM,,,,,4.07,,,,,,,<b>LICEUL TEHNOLOGIC JIMBOLIA</b><br/>Umanist/Liceal/Zi,<b>(171) Filologie</b><br/>Limba română
TM,,,,,6.77,,,,,,,<b>LICEUL TEHNOLOGIC JIMBOLIA</b><br/>Real/Liceal/Zi,<b>(172) Matematică-Informatică</b><br/>Limba română
TM,,,,,3.55,,,,,,,<b>LICEUL TEHNOLOGIC JIMBOLIA</b><br/>Tehnic/Liceal/Zi,<b>(173) Mecanică</b><br/>Limba română
TM,,,,,5.30,,,,,,,"<b>LICEUL TEORETIC ""IOAN JEBELEAN"" SÂNNICOLAU MARE</b><br/>Umanist/Liceal/Zi",<b>(202) Filologie</b><br/>Limba română
TM,,,,,7.80,,,,,,,"<b>LICEUL TEORETIC ""IOAN JEBELEAN"" SÂNNICOLAU MARE</b><br/>Real/Liceal/Zi",<b>(203) Matematică-Informatică</b><br/>Limba română
TM,,,,,5.30,,,,,,,"<b>LICEUL TEORETIC ""IOAN JEBELEAN"" SÂNNICOLAU MARE</b><br/>Real/Liceal/Zi",<b>(204) Ştiinţe ale Naturii</b><br/>Limba română
TM,,,,,3.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""CRISTOFOR NAKO"" SÂNNICOLAU MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(140) Agricultură</b><br/>Limba română
TM,,,,,4.40,,,,,,,"<b>LICEUL TEHNOLOGIC ""CRISTOFOR NAKO"" SÂNNICOLAU MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(141) Industrie alimentară</b><br/>Limba română
TM,,,,,1.95,,,,,,,"<b>LICEUL TEHNOLOGIC ""CRISTOFOR NAKO"" SÂNNICOLAU MARE</b><br/>Tehnic/Liceal/Zi",<b>(142) Mecanică</b><br/>Limba română
